,block,block_id,parameter,address,parameter_name,access,size_byte,default_value,param_mask,param_shift,max_value
179,ZESUPPRESS,1,ZS_c_i_22,0x0560,ZESUPPRESS_01_ZS_c_i_22,RW,3,0x0,255,13,255
181,ZESUPPRESS,1,ZS_pass_i_22,0x0561,ZESUPPRESS_01_ZS_pass_i_22,RW,3,0x0,1,21,1
182,ZESUPPRESS,1,ZS_mask_i_22,0x0561,ZESUPPRESS_01_ZS_mask_i_22,RW,3,0x0,1,22,1
184,ZESUPPRESS,1,ZS_lambda_23,0x0562,ZESUPPRESS_01_ZS_lambda_23,RW,3,0x0,127,0,127
185,ZESUPPRESS,1,ZS_kapa_23,0x0562,ZESUPPRESS_01_ZS_kapa_23,RW,3,0x0,63,7,63
187,ZESUPPRESS,1,ZS_c_i_23,0x0563,ZESUPPRESS_01_ZS_c_i_23,RW,3,0x0,255,13,255
189,ZESUPPRESS,1,ZS_pass_i_23,0x0564,ZESUPPRESS_01_ZS_pass_i_23,RW,3,0x0,1,21,1
190,ZESUPPRESS,1,ZS_mask_i_23,0x0564,ZESUPPRESS_01_ZS_mask_i_23,RW,3,0x0,1,22,1
192,ZESUPPRESS,1,ZS_lambda_24,0x0565,ZESUPPRESS_01_ZS_lambda_24,RW,3,0x0,127,0,127
193,ZESUPPRESS,1,ZS_kapa_24,0x0565,ZESUPPRESS_01_ZS_kapa_24,RW,3,0x0,63,7,63
195,ZESUPPRESS,1,ZS_c_i_24,0x0566,ZESUPPRESS_01_ZS_c_i_24,RW,3,0x0,255,13,255
197,ZESUPPRESS,1,ZS_pass_i_24,0x0567,ZESUPPRESS_01_ZS_pass_i_24,RW,3,0x0,1,21,1
198,ZESUPPRESS,1,ZS_mask_i_24,0x0567,ZESUPPRESS_01_ZS_mask_i_24,RW,3,0x0,1,22,1
200,ZESUPPRESS,1,ZS_lambda_25,0x0568,ZESUPPRESS_01_ZS_lambda_25,RW,3,0x0,127,0,127
201,ZESUPPRESS,1,ZS_kapa_25,0x0568,ZESUPPRESS_01_ZS_kapa_25,RW,3,0x0,63,7,63
203,ZESUPPRESS,1,ZS_c_i_25,0x0569,ZESUPPRESS_01_ZS_c_i_25,RW,3,0x0,255,13,255
205,ZESUPPRESS,1,ZS_pass_i_25,0x056a,ZESUPPRESS_01_ZS_pass_i_25,RW,3,0x0,1,21,1
206,ZESUPPRESS,1,ZS_mask_i_25,0x056a,ZESUPPRESS_01_ZS_mask_i_25,RW,3,0x0,1,22,1
208,ZESUPPRESS,1,ZS_lambda_26,0x056b,ZESUPPRESS_01_ZS_lambda_26,RW,3,0x0,127,0,127
209,ZESUPPRESS,1,ZS_kapa_26,0x056b,ZESUPPRESS_01_ZS_kapa_26,RW,3,0x0,63,7,63
211,ZESUPPRESS,1,ZS_c_i_26,0x056c,ZESUPPRESS_01_ZS_c_i_26,RW,3,0x0,255,13,255
213,ZESUPPRESS,1,ZS_pass_i_26,0x056d,ZESUPPRESS_01_ZS_pass_i_26,RW,3,0x0,1,21,1
214,ZESUPPRESS,1,ZS_mask_i_26,0x056d,ZESUPPRESS_01_ZS_mask_i_26,RW,3,0x0,1,22,1
216,ZESUPPRESS,1,ZS_lambda_27,0x056e,ZESUPPRESS_01_ZS_lambda_27,RW,3,0x0,127,0,127
217,ZESUPPRESS,1,ZS_kapa_27,0x056e,ZESUPPRESS_01_ZS_kapa_27,RW,3,0x0,63,7,63
219,ZESUPPRESS,1,ZS_c_i_27,0x056f,ZESUPPRESS_01_ZS_c_i_27,RW,3,0x0,255,13,255
221,ZESUPPRESS,1,ZS_pass_i_27,0x0570,ZESUPPRESS_01_ZS_pass_i_27,RW,3,0x0,1,21,1
222,ZESUPPRESS,1,ZS_mask_i_27,0x0570,ZESUPPRESS_01_ZS_mask_i_27,RW,3,0x0,1,22,1
224,ZESUPPRESS,1,ZS_lambda_28,0x0571,ZESUPPRESS_01_ZS_lambda_28,RW,3,0x0,127,0,127
225,ZESUPPRESS,1,ZS_kapa_28,0x0571,ZESUPPRESS_01_ZS_kapa_28,RW,3,0x0,63,7,63
227,ZESUPPRESS,1,ZS_c_i_28,0x0572,ZESUPPRESS_01_ZS_c_i_28,RW,3,0x0,255,13,255
229,ZESUPPRESS,1,ZS_pass_i_28,0x0573,ZESUPPRESS_01_ZS_pass_i_28,RW,3,0x0,1,21,1
230,ZESUPPRESS,1,ZS_mask_i_28,0x0573,ZESUPPRESS_01_ZS_mask_i_28,RW,3,0x0,1,22,1
232,ZESUPPRESS,1,ZS_lambda_29,0x0574,ZESUPPRESS_01_ZS_lambda_29,RW,3,0x0,127,0,127
233,ZESUPPRESS,1,ZS_kapa_29,0x0574,ZESUPPRESS_01_ZS_kapa_29,RW,3,0x0,63,7,63
235,ZESUPPRESS,1,ZS_c_i_29,0x0575,ZESUPPRESS_01_ZS_c_i_29,RW,3,0x0,255,13,255
237,ZESUPPRESS,1,ZS_pass_i_29,0x0576,ZESUPPRESS_01_ZS_pass_i_29,RW,3,0x0,1,21,1
238,ZESUPPRESS,1,ZS_mask_i_29,0x0576,ZESUPPRESS_01_ZS_mask_i_29,RW,3,0x0,1,22,1
240,ZESUPPRESS,1,ZS_lambda_30,0x0577,ZESUPPRESS_01_ZS_lambda_30,RW,3,0x0,127,0,127
241,ZESUPPRESS,1,ZS_kapa_30,0x0577,ZESUPPRESS_01_ZS_kapa_30,RW,3,0x0,63,7,63
243,ZESUPPRESS,1,ZS_c_i_30,0x0578,ZESUPPRESS_01_ZS_c_i_30,RW,3,0x0,255,13,255
245,ZESUPPRESS,1,ZS_pass_i_30,0x0579,ZESUPPRESS_01_ZS_pass_i_30,RW,3,0x0,1,21,1
246,ZESUPPRESS,1,ZS_mask_i_30,0x0579,ZESUPPRESS_01_ZS_mask_i_30,RW,3,0x0,1,22,1
248,ZESUPPRESS,1,ZS_lambda_31,0x057a,ZESUPPRESS_01_ZS_lambda_31,RW,3,0x0,127,0,127
249,ZESUPPRESS,1,ZS_kapa_31,0x057a,ZESUPPRESS_01_ZS_kapa_31,RW,3,0x0,63,7,63
251,ZESUPPRESS,1,ZS_c_i_31,0x057b,ZESUPPRESS_01_ZS_c_i_31,RW,3,0x0,255,13,255
253,ZESUPPRESS,1,ZS_pass_i_31,0x057c,ZESUPPRESS_01_ZS_pass_i_31,RW,3,0x0,1,21,1
254,ZESUPPRESS,1,ZS_mask_i_31,0x057c,ZESUPPRESS_01_ZS_mask_i_31,RW,3,0x0,1,22,1
256,ZESUPPRESS,1,ZS_lambda_32,0x057d,ZESUPPRESS_01_ZS_lambda_32,RW,3,0x0,127,0,127
257,ZESUPPRESS,1,ZS_kapa_32,0x057d,ZESUPPRESS_01_ZS_kapa_32,RW,3,0x0,63,7,63
259,ZESUPPRESS,1,ZS_c_i_32,0x057e,ZESUPPRESS_01_ZS_c_i_32,RW,3,0x0,255,13,255
261,ZESUPPRESS,1,ZS_pass_i_32,0x057f,ZESUPPRESS_01_ZS_pass_i_32,RW,3,0x0,1,21,1
262,ZESUPPRESS,1,ZS_mask_i_32,0x057f,ZESUPPRESS_01_ZS_mask_i_32,RW,3,0x0,1,22,1
264,ZESUPPRESS,1,ZS_lambda_33,0x0580,ZESUPPRESS_01_ZS_lambda_33,RW,3,0x0,127,0,127
265,ZESUPPRESS,1,ZS_kapa_33,0x0580,ZESUPPRESS_01_ZS_kapa_33,RW,3,0x0,63,7,63
267,ZESUPPRESS,1,ZS_c_i_33,0x0581,ZESUPPRESS_01_ZS_c_i_33,RW,3,0x0,255,13,255
269,ZESUPPRESS,1,ZS_pass_i_33,0x0582,ZESUPPRESS_01_ZS_pass_i_33,RW,3,0x0,1,21,1
270,ZESUPPRESS,1,ZS_mask_i_33,0x0582,ZESUPPRESS_01_ZS_mask_i_33,RW,3,0x0,1,22,1
272,ZESUPPRESS,1,ZS_lambda_34,0x0583,ZESUPPRESS_01_ZS_lambda_34,RW,3,0x0,127,0,127
273,ZESUPPRESS,1,ZS_kapa_34,0x0583,ZESUPPRESS_01_ZS_kapa_34,RW,3,0x0,63,7,63
275,ZESUPPRESS,1,ZS_c_i_34,0x0584,ZESUPPRESS_01_ZS_c_i_34,RW,3,0x0,255,13,255
277,ZESUPPRESS,1,ZS_pass_i_34,0x0585,ZESUPPRESS_01_ZS_pass_i_34,RW,3,0x0,1,21,1
278,ZESUPPRESS,1,ZS_mask_i_34,0x0585,ZESUPPRESS_01_ZS_mask_i_34,RW,3,0x0,1,22,1
280,ZESUPPRESS,1,ZS_lambda_35,0x0586,ZESUPPRESS_01_ZS_lambda_35,RW,3,0x0,127,0,127
281,ZESUPPRESS,1,ZS_kapa_35,0x0586,ZESUPPRESS_01_ZS_kapa_35,RW,3,0x0,63,7,63
283,ZESUPPRESS,1,ZS_c_i_35,0x0587,ZESUPPRESS_01_ZS_c_i_35,RW,3,0x0,255,13,255
285,ZESUPPRESS,1,ZS_pass_i_35,0x0588,ZESUPPRESS_01_ZS_pass_i_35,RW,3,0x0,1,21,1
286,ZESUPPRESS,1,ZS_mask_i_35,0x0588,ZESUPPRESS_01_ZS_mask_i_35,RW,3,0x0,1,22,1
288,ZESUPPRESS,1,ZS_lambda_36,0x0589,ZESUPPRESS_01_ZS_lambda_36,RW,3,0x0,127,0,127
289,ZESUPPRESS,1,ZS_kapa_36,0x0589,ZESUPPRESS_01_ZS_kapa_36,RW,3,0x0,63,7,63
291,ZESUPPRESS,1,ZS_c_i_36,0x058a,ZESUPPRESS_01_ZS_c_i_36,RW,3,0x0,255,13,255
293,ZESUPPRESS,1,ZS_pass_i_36,0x058b,ZESUPPRESS_01_ZS_pass_i_36,RW,3,0x0,1,21,1
294,ZESUPPRESS,1,ZS_mask_i_36,0x058b,ZESUPPRESS_01_ZS_mask_i_36,RW,3,0x0,1,22,1
0,ZESUPPRESS,2,ZS_lambda_00,0x058c,ZESUPPRESS_02_ZS_lambda_00,RW,3,0x0,127,0,127
1,ZESUPPRESS,2,ZS_kapa_00,0x058c,ZESUPPRESS_02_ZS_kapa_00,RW,3,0x0,63,7,63
3,ZESUPPRESS,2,ZS_c_i_00,0x058d,ZESUPPRESS_02_ZS_c_i_00,RW,3,0x0,255,13,255
5,ZESUPPRESS,2,ZS_pass_i_00,0x058e,ZESUPPRESS_02_ZS_pass_i_00,RW,3,0x0,1,21,1
6,ZESUPPRESS,2,ZS_mask_i_00,0x058e,ZESUPPRESS_02_ZS_mask_i_00,RW,3,0x0,1,22,1
8,ZESUPPRESS,2,ZS_lambda_01,0x058f,ZESUPPRESS_02_ZS_lambda_01,RW,3,0x0,127,0,127
9,ZESUPPRESS,2,ZS_kapa_01,0x058f,ZESUPPRESS_02_ZS_kapa_01,RW,3,0x0,63,7,63
11,ZESUPPRESS,2,ZS_c_i_01,0x0590,ZESUPPRESS_02_ZS_c_i_01,RW,3,0x0,255,13,255
13,ZESUPPRESS,2,ZS_pass_i_01,0x0591,ZESUPPRESS_02_ZS_pass_i_01,RW,3,0x0,1,21,1
14,ZESUPPRESS,2,ZS_mask_i_01,0x0591,ZESUPPRESS_02_ZS_mask_i_01,RW,3,0x0,1,22,1
16,ZESUPPRESS,2,ZS_lambda_02,0x0592,ZESUPPRESS_02_ZS_lambda_02,RW,3,0x0,127,0,127
17,ZESUPPRESS,2,ZS_kapa_02,0x0592,ZESUPPRESS_02_ZS_kapa_02,RW,3,0x0,63,7,63
19,ZESUPPRESS,2,ZS_c_i_02,0x0593,ZESUPPRESS_02_ZS_c_i_02,RW,3,0x0,255,13,255
21,ZESUPPRESS,2,ZS_pass_i_02,0x0594,ZESUPPRESS_02_ZS_pass_i_02,RW,3,0x0,1,21,1
22,ZESUPPRESS,2,ZS_mask_i_02,0x0594,ZESUPPRESS_02_ZS_mask_i_02,RW,3,0x0,1,22,1
24,ZESUPPRESS,2,ZS_lambda_03,0x0595,ZESUPPRESS_02_ZS_lambda_03,RW,3,0x0,127,0,127
25,ZESUPPRESS,2,ZS_kapa_03,0x0595,ZESUPPRESS_02_ZS_kapa_03,RW,3,0x0,63,7,63
27,ZESUPPRESS,2,ZS_c_i_03,0x0596,ZESUPPRESS_02_ZS_c_i_03,RW,3,0x0,255,13,255
29,ZESUPPRESS,2,ZS_pass_i_03,0x0597,ZESUPPRESS_02_ZS_pass_i_03,RW,3,0x0,1,21,1
30,ZESUPPRESS,2,ZS_mask_i_03,0x0597,ZESUPPRESS_02_ZS_mask_i_03,RW,3,0x0,1,22,1
32,ZESUPPRESS,2,ZS_lambda_04,0x0598,ZESUPPRESS_02_ZS_lambda_04,RW,3,0x0,127,0,127
33,ZESUPPRESS,2,ZS_kapa_04,0x0598,ZESUPPRESS_02_ZS_kapa_04,RW,3,0x0,63,7,63
35,ZESUPPRESS,2,ZS_c_i_04,0x0599,ZESUPPRESS_02_ZS_c_i_04,RW,3,0x0,255,13,255
37,ZESUPPRESS,2,ZS_pass_i_04,0x059a,ZESUPPRESS_02_ZS_pass_i_04,RW,3,0x0,1,21,1
38,ZESUPPRESS,2,ZS_mask_i_04,0x059a,ZESUPPRESS_02_ZS_mask_i_04,RW,3,0x0,1,22,1
40,ZESUPPRESS,2,ZS_lambda_05,0x059b,ZESUPPRESS_02_ZS_lambda_05,RW,3,0x0,127,0,127
41,ZESUPPRESS,2,ZS_kapa_05,0x059b,ZESUPPRESS_02_ZS_kapa_05,RW,3,0x0,63,7,63
43,ZESUPPRESS,2,ZS_c_i_05,0x059c,ZESUPPRESS_02_ZS_c_i_05,RW,3,0x0,255,13,255
45,ZESUPPRESS,2,ZS_pass_i_05,0x059d,ZESUPPRESS_02_ZS_pass_i_05,RW,3,0x0,1,21,1
46,ZESUPPRESS,2,ZS_mask_i_05,0x059d,ZESUPPRESS_02_ZS_mask_i_05,RW,3,0x0,1,22,1
48,ZESUPPRESS,2,ZS_lambda_06,0x059e,ZESUPPRESS_02_ZS_lambda_06,RW,3,0x0,127,0,127
49,ZESUPPRESS,2,ZS_kapa_06,0x059e,ZESUPPRESS_02_ZS_kapa_06,RW,3,0x0,63,7,63
51,ZESUPPRESS,2,ZS_c_i_06,0x059f,ZESUPPRESS_02_ZS_c_i_06,RW,3,0x0,255,13,255
53,ZESUPPRESS,2,ZS_pass_i_06,0x05a0,ZESUPPRESS_02_ZS_pass_i_06,RW,3,0x0,1,21,1
54,ZESUPPRESS,2,ZS_mask_i_06,0x05a0,ZESUPPRESS_02_ZS_mask_i_06,RW,3,0x0,1,22,1
56,ZESUPPRESS,2,ZS_lambda_07,0x05a1,ZESUPPRESS_02_ZS_lambda_07,RW,3,0x0,127,0,127
57,ZESUPPRESS,2,ZS_kapa_07,0x05a1,ZESUPPRESS_02_ZS_kapa_07,RW,3,0x0,63,7,63
59,ZESUPPRESS,2,ZS_c_i_07,0x05a2,ZESUPPRESS_02_ZS_c_i_07,RW,3,0x0,255,13,255
61,ZESUPPRESS,2,ZS_pass_i_07,0x05a3,ZESUPPRESS_02_ZS_pass_i_07,RW,3,0x0,1,21,1
62,ZESUPPRESS,2,ZS_mask_i_07,0x05a3,ZESUPPRESS_02_ZS_mask_i_07,RW,3,0x0,1,22,1
64,ZESUPPRESS,2,ZS_lambda_08,0x05a4,ZESUPPRESS_02_ZS_lambda_08,RW,3,0x0,127,0,127
65,ZESUPPRESS,2,ZS_kapa_08,0x05a4,ZESUPPRESS_02_ZS_kapa_08,RW,3,0x0,63,7,63
67,ZESUPPRESS,2,ZS_c_i_08,0x05a5,ZESUPPRESS_02_ZS_c_i_08,RW,3,0x0,255,13,255
69,ZESUPPRESS,2,ZS_pass_i_08,0x05a6,ZESUPPRESS_02_ZS_pass_i_08,RW,3,0x0,1,21,1
70,ZESUPPRESS,2,ZS_mask_i_08,0x05a6,ZESUPPRESS_02_ZS_mask_i_08,RW,3,0x0,1,22,1
72,ZESUPPRESS,2,ZS_lambda_09,0x05a7,ZESUPPRESS_02_ZS_lambda_09,RW,3,0x0,127,0,127
73,ZESUPPRESS,2,ZS_kapa_09,0x05a7,ZESUPPRESS_02_ZS_kapa_09,RW,3,0x0,63,7,63
75,ZESUPPRESS,2,ZS_c_i_09,0x05a8,ZESUPPRESS_02_ZS_c_i_09,RW,3,0x0,255,13,255
77,ZESUPPRESS,2,ZS_pass_i_09,0x05a9,ZESUPPRESS_02_ZS_pass_i_09,RW,3,0x0,1,21,1
78,ZESUPPRESS,2,ZS_mask_i_09,0x05a9,ZESUPPRESS_02_ZS_mask_i_09,RW,3,0x0,1,22,1
80,ZESUPPRESS,2,ZS_lambda_10,0x05aa,ZESUPPRESS_02_ZS_lambda_10,RW,3,0x0,127,0,127
81,ZESUPPRESS,2,ZS_kapa_10,0x05aa,ZESUPPRESS_02_ZS_kapa_10,RW,3,0x0,63,7,63
83,ZESUPPRESS,2,ZS_c_i_10,0x05ab,ZESUPPRESS_02_ZS_c_i_10,RW,3,0x0,255,13,255
85,ZESUPPRESS,2,ZS_pass_i_10,0x05ac,ZESUPPRESS_02_ZS_pass_i_10,RW,3,0x0,1,21,1
86,ZESUPPRESS,2,ZS_mask_i_10,0x05ac,ZESUPPRESS_02_ZS_mask_i_10,RW,3,0x0,1,22,1
88,ZESUPPRESS,2,ZS_lambda_11,0x05ad,ZESUPPRESS_02_ZS_lambda_11,RW,3,0x0,127,0,127
89,ZESUPPRESS,2,ZS_kapa_11,0x05ad,ZESUPPRESS_02_ZS_kapa_11,RW,3,0x0,63,7,63
91,ZESUPPRESS,2,ZS_c_i_11,0x05ae,ZESUPPRESS_02_ZS_c_i_11,RW,3,0x0,255,13,255
93,ZESUPPRESS,2,ZS_pass_i_11,0x05af,ZESUPPRESS_02_ZS_pass_i_11,RW,3,0x0,1,21,1
94,ZESUPPRESS,2,ZS_mask_i_11,0x05af,ZESUPPRESS_02_ZS_mask_i_11,RW,3,0x0,1,22,1
96,ZESUPPRESS,2,ZS_lambda_12,0x05b0,ZESUPPRESS_02_ZS_lambda_12,RW,3,0x0,127,0,127
97,ZESUPPRESS,2,ZS_kapa_12,0x05b0,ZESUPPRESS_02_ZS_kapa_12,RW,3,0x0,63,7,63
99,ZESUPPRESS,2,ZS_c_i_12,0x05b1,ZESUPPRESS_02_ZS_c_i_12,RW,3,0x0,255,13,255
101,ZESUPPRESS,2,ZS_pass_i_12,0x05b2,ZESUPPRESS_02_ZS_pass_i_12,RW,3,0x0,1,21,1
102,ZESUPPRESS,2,ZS_mask_i_12,0x05b2,ZESUPPRESS_02_ZS_mask_i_12,RW,3,0x0,1,22,1
104,ZESUPPRESS,2,ZS_lambda_13,0x05b3,ZESUPPRESS_02_ZS_lambda_13,RW,3,0x0,127,0,127
105,ZESUPPRESS,2,ZS_kapa_13,0x05b3,ZESUPPRESS_02_ZS_kapa_13,RW,3,0x0,63,7,63
107,ZESUPPRESS,2,ZS_c_i_13,0x05b4,ZESUPPRESS_02_ZS_c_i_13,RW,3,0x0,255,13,255
109,ZESUPPRESS,2,ZS_pass_i_13,0x05b5,ZESUPPRESS_02_ZS_pass_i_13,RW,3,0x0,1,21,1
110,ZESUPPRESS,2,ZS_mask_i_13,0x05b5,ZESUPPRESS_02_ZS_mask_i_13,RW,3,0x0,1,22,1
112,ZESUPPRESS,2,ZS_lambda_14,0x05b6,ZESUPPRESS_02_ZS_lambda_14,RW,3,0x0,127,0,127
113,ZESUPPRESS,2,ZS_kapa_14,0x05b6,ZESUPPRESS_02_ZS_kapa_14,RW,3,0x0,63,7,63
115,ZESUPPRESS,2,ZS_c_i_14,0x05b7,ZESUPPRESS_02_ZS_c_i_14,RW,3,0x0,255,13,255
117,ZESUPPRESS,2,ZS_pass_i_14,0x05b8,ZESUPPRESS_02_ZS_pass_i_14,RW,3,0x0,1,21,1
118,ZESUPPRESS,2,ZS_mask_i_14,0x05b8,ZESUPPRESS_02_ZS_mask_i_14,RW,3,0x0,1,22,1
120,ZESUPPRESS,2,ZS_lambda_15,0x05b9,ZESUPPRESS_02_ZS_lambda_15,RW,3,0x0,127,0,127
121,ZESUPPRESS,2,ZS_kapa_15,0x05b9,ZESUPPRESS_02_ZS_kapa_15,RW,3,0x0,63,7,63
123,ZESUPPRESS,2,ZS_c_i_15,0x05ba,ZESUPPRESS_02_ZS_c_i_15,RW,3,0x0,255,13,255
125,ZESUPPRESS,2,ZS_pass_i_15,0x05bb,ZESUPPRESS_02_ZS_pass_i_15,RW,3,0x0,1,21,1
126,ZESUPPRESS,2,ZS_mask_i_15,0x05bb,ZESUPPRESS_02_ZS_mask_i_15,RW,3,0x0,1,22,1
128,ZESUPPRESS,2,ZS_lambda_16,0x05bc,ZESUPPRESS_02_ZS_lambda_16,RW,3,0x0,127,0,127
129,ZESUPPRESS,2,ZS_kapa_16,0x05bc,ZESUPPRESS_02_ZS_kapa_16,RW,3,0x0,63,7,63
131,ZESUPPRESS,2,ZS_c_i_16,0x05bd,ZESUPPRESS_02_ZS_c_i_16,RW,3,0x0,255,13,255
133,ZESUPPRESS,2,ZS_pass_i_16,0x05be,ZESUPPRESS_02_ZS_pass_i_16,RW,3,0x0,1,21,1
134,ZESUPPRESS,2,ZS_mask_i_16,0x05be,ZESUPPRESS_02_ZS_mask_i_16,RW,3,0x0,1,22,1
136,ZESUPPRESS,2,ZS_lambda_17,0x05bf,ZESUPPRESS_02_ZS_lambda_17,RW,3,0x0,127,0,127
137,ZESUPPRESS,2,ZS_kapa_17,0x05bf,ZESUPPRESS_02_ZS_kapa_17,RW,3,0x0,63,7,63
139,ZESUPPRESS,2,ZS_c_i_17,0x05c0,ZESUPPRESS_02_ZS_c_i_17,RW,3,0x0,255,13,255
141,ZESUPPRESS,2,ZS_pass_i_17,0x05c1,ZESUPPRESS_02_ZS_pass_i_17,RW,3,0x0,1,21,1
142,ZESUPPRESS,2,ZS_mask_i_17,0x05c1,ZESUPPRESS_02_ZS_mask_i_17,RW,3,0x0,1,22,1
144,ZESUPPRESS,2,ZS_lambda_18,0x05c2,ZESUPPRESS_02_ZS_lambda_18,RW,3,0x0,127,0,127
145,ZESUPPRESS,2,ZS_kapa_18,0x05c2,ZESUPPRESS_02_ZS_kapa_18,RW,3,0x0,63,7,63
147,ZESUPPRESS,2,ZS_c_i_18,0x05c3,ZESUPPRESS_02_ZS_c_i_18,RW,3,0x0,255,13,255
149,ZESUPPRESS,2,ZS_pass_i_18,0x05c4,ZESUPPRESS_02_ZS_pass_i_18,RW,3,0x0,1,21,1
150,ZESUPPRESS,2,ZS_mask_i_18,0x05c4,ZESUPPRESS_02_ZS_mask_i_18,RW,3,0x0,1,22,1
152,ZESUPPRESS,2,ZS_lambda_19,0x05c5,ZESUPPRESS_02_ZS_lambda_19,RW,3,0x0,127,0,127
153,ZESUPPRESS,2,ZS_kapa_19,0x05c5,ZESUPPRESS_02_ZS_kapa_19,RW,3,0x0,63,7,63
155,ZESUPPRESS,2,ZS_c_i_19,0x05c6,ZESUPPRESS_02_ZS_c_i_19,RW,3,0x0,255,13,255
157,ZESUPPRESS,2,ZS_pass_i_19,0x05c7,ZESUPPRESS_02_ZS_pass_i_19,RW,3,0x0,1,21,1
158,ZESUPPRESS,2,ZS_mask_i_19,0x05c7,ZESUPPRESS_02_ZS_mask_i_19,RW,3,0x0,1,22,1
160,ZESUPPRESS,2,ZS_lambda_20,0x05c8,ZESUPPRESS_02_ZS_lambda_20,RW,3,0x0,127,0,127
161,ZESUPPRESS,2,ZS_kapa_20,0x05c8,ZESUPPRESS_02_ZS_kapa_20,RW,3,0x0,63,7,63
163,ZESUPPRESS,2,ZS_c_i_20,0x05c9,ZESUPPRESS_02_ZS_c_i_20,RW,3,0x0,255,13,255
165,ZESUPPRESS,2,ZS_pass_i_20,0x05ca,ZESUPPRESS_02_ZS_pass_i_20,RW,3,0x0,1,21,1
166,ZESUPPRESS,2,ZS_mask_i_20,0x05ca,ZESUPPRESS_02_ZS_mask_i_20,RW,3,0x0,1,22,1
168,ZESUPPRESS,2,ZS_lambda_21,0x05cb,ZESUPPRESS_02_ZS_lambda_21,RW,3,0x0,127,0,127
169,ZESUPPRESS,2,ZS_kapa_21,0x05cb,ZESUPPRESS_02_ZS_kapa_21,RW,3,0x0,63,7,63
171,ZESUPPRESS,2,ZS_c_i_21,0x05cc,ZESUPPRESS_02_ZS_c_i_21,RW,3,0x0,255,13,255
173,ZESUPPRESS,2,ZS_pass_i_21,0x05cd,ZESUPPRESS_02_ZS_pass_i_21,RW,3,0x0,1,21,1
174,ZESUPPRESS,2,ZS_mask_i_21,0x05cd,ZESUPPRESS_02_ZS_mask_i_21,RW,3,0x0,1,22,1
176,ZESUPPRESS,2,ZS_lambda_22,0x05ce,ZESUPPRESS_02_ZS_lambda_22,RW,3,0x0,127,0,127
177,ZESUPPRESS,2,ZS_kapa_22,0x05ce,ZESUPPRESS_02_ZS_kapa_22,RW,3,0x0,63,7,63
179,ZESUPPRESS,2,ZS_c_i_22,0x05cf,ZESUPPRESS_02_ZS_c_i_22,RW,3,0x0,255,13,255
181,ZESUPPRESS,2,ZS_pass_i_22,0x05d0,ZESUPPRESS_02_ZS_pass_i_22,RW,3,0x0,1,21,1
182,ZESUPPRESS,2,ZS_mask_i_22,0x05d0,ZESUPPRESS_02_ZS_mask_i_22,RW,3,0x0,1,22,1
184,ZESUPPRESS,2,ZS_lambda_23,0x05d1,ZESUPPRESS_02_ZS_lambda_23,RW,3,0x0,127,0,127
185,ZESUPPRESS,2,ZS_kapa_23,0x05d1,ZESUPPRESS_02_ZS_kapa_23,RW,3,0x0,63,7,63
187,ZESUPPRESS,2,ZS_c_i_23,0x05d2,ZESUPPRESS_02_ZS_c_i_23,RW,3,0x0,255,13,255
189,ZESUPPRESS,2,ZS_pass_i_23,0x05d3,ZESUPPRESS_02_ZS_pass_i_23,RW,3,0x0,1,21,1
190,ZESUPPRESS,2,ZS_mask_i_23,0x05d3,ZESUPPRESS_02_ZS_mask_i_23,RW,3,0x0,1,22,1
192,ZESUPPRESS,2,ZS_lambda_24,0x05d4,ZESUPPRESS_02_ZS_lambda_24,RW,3,0x0,127,0,127
193,ZESUPPRESS,2,ZS_kapa_24,0x05d4,ZESUPPRESS_02_ZS_kapa_24,RW,3,0x0,63,7,63
195,ZESUPPRESS,2,ZS_c_i_24,0x05d5,ZESUPPRESS_02_ZS_c_i_24,RW,3,0x0,255,13,255
197,ZESUPPRESS,2,ZS_pass_i_24,0x05d6,ZESUPPRESS_02_ZS_pass_i_24,RW,3,0x0,1,21,1
198,ZESUPPRESS,2,ZS_mask_i_24,0x05d6,ZESUPPRESS_02_ZS_mask_i_24,RW,3,0x0,1,22,1
200,ZESUPPRESS,2,ZS_lambda_25,0x05d7,ZESUPPRESS_02_ZS_lambda_25,RW,3,0x0,127,0,127
201,ZESUPPRESS,2,ZS_kapa_25,0x05d7,ZESUPPRESS_02_ZS_kapa_25,RW,3,0x0,63,7,63
203,ZESUPPRESS,2,ZS_c_i_25,0x05d8,ZESUPPRESS_02_ZS_c_i_25,RW,3,0x0,255,13,255
205,ZESUPPRESS,2,ZS_pass_i_25,0x05d9,ZESUPPRESS_02_ZS_pass_i_25,RW,3,0x0,1,21,1
206,ZESUPPRESS,2,ZS_mask_i_25,0x05d9,ZESUPPRESS_02_ZS_mask_i_25,RW,3,0x0,1,22,1
208,ZESUPPRESS,2,ZS_lambda_26,0x05da,ZESUPPRESS_02_ZS_lambda_26,RW,3,0x0,127,0,127
209,ZESUPPRESS,2,ZS_kapa_26,0x05da,ZESUPPRESS_02_ZS_kapa_26,RW,3,0x0,63,7,63
211,ZESUPPRESS,2,ZS_c_i_26,0x05db,ZESUPPRESS_02_ZS_c_i_26,RW,3,0x0,255,13,255
213,ZESUPPRESS,2,ZS_pass_i_26,0x05dc,ZESUPPRESS_02_ZS_pass_i_26,RW,3,0x0,1,21,1
