,block,block_id,parameter,address,parameter_name,access,size_byte,default_value,param_mask,param_shift,max_value
61,ZESUPPRESS_M1,5,ZS_beta_m1_10,0x0b69,ZESUPPRESS_M1_05_ZS_beta_m1_10,RW,2,0x0,127,4,127
63,ZESUPPRESS_M1,5,ZS_pass_i_m1_10,0x0b6a,ZESUPPRESS_M1_05_ZS_pass_i_m1_10,RW,2,0x0,1,11,1
64,ZESUPPRESS_M1,5,ZS_mask_i_m1_10,0x0b6a,ZESUPPRESS_M1_05_ZS_mask_i_m1_10,RW,2,0x0,1,12,1
66,ZESUPPRESS_M1,5,ZS_c_i_m1_11,0x0b6b,ZESUPPRESS_M1_05_ZS_c_i_m1_11,RW,2,0x0,15,0,15
67,ZESUPPRESS_M1,5,ZS_beta_m1_11,0x0b6b,ZESUPPRESS_M1_05_ZS_beta_m1_11,RW,2,0x0,127,4,127
69,ZESUPPRESS_M1,5,ZS_pass_i_m1_11,0x0b6c,ZESUPPRESS_M1_05_ZS_pass_i_m1_11,RW,2,0x0,1,11,1
70,ZESUPPRESS_M1,5,ZS_mask_i_m1_11,0x0b6c,ZESUPPRESS_M1_05_ZS_mask_i_m1_11,RW,2,0x0,1,12,1
72,ZESUPPRESS_M1,5,ZS_c_i_m1_12,0x0b6d,ZESUPPRESS_M1_05_ZS_c_i_m1_12,RW,2,0x0,15,0,15
73,ZESUPPRESS_M1,5,ZS_beta_m1_12,0x0b6d,ZESUPPRESS_M1_05_ZS_beta_m1_12,RW,2,0x0,127,4,127
75,ZESUPPRESS_M1,5,ZS_pass_i_m1_12,0x0b6e,ZESUPPRESS_M1_05_ZS_pass_i_m1_12,RW,2,0x0,1,11,1
76,ZESUPPRESS_M1,5,ZS_mask_i_m1_12,0x0b6e,ZESUPPRESS_M1_05_ZS_mask_i_m1_12,RW,2,0x0,1,12,1
78,ZESUPPRESS_M1,5,ZS_c_i_m1_13,0x0b6f,ZESUPPRESS_M1_05_ZS_c_i_m1_13,RW,2,0x0,15,0,15
79,ZESUPPRESS_M1,5,ZS_beta_m1_13,0x0b6f,ZESUPPRESS_M1_05_ZS_beta_m1_13,RW,2,0x0,127,4,127
81,ZESUPPRESS_M1,5,ZS_pass_i_m1_13,0x0b70,ZESUPPRESS_M1_05_ZS_pass_i_m1_13,RW,2,0x0,1,11,1
82,ZESUPPRESS_M1,5,ZS_mask_i_m1_13,0x0b70,ZESUPPRESS_M1_05_ZS_mask_i_m1_13,RW,2,0x0,1,12,1
84,ZESUPPRESS_M1,5,ZS_c_i_m1_14,0x0b71,ZESUPPRESS_M1_05_ZS_c_i_m1_14,RW,2,0x0,15,0,15
85,ZESUPPRESS_M1,5,ZS_beta_m1_14,0x0b71,ZESUPPRESS_M1_05_ZS_beta_m1_14,RW,2,0x0,127,4,127
87,ZESUPPRESS_M1,5,ZS_pass_i_m1_14,0x0b72,ZESUPPRESS_M1_05_ZS_pass_i_m1_14,RW,2,0x0,1,11,1
88,ZESUPPRESS_M1,5,ZS_mask_i_m1_14,0x0b72,ZESUPPRESS_M1_05_ZS_mask_i_m1_14,RW,2,0x0,1,12,1
90,ZESUPPRESS_M1,5,ZS_c_i_m1_15,0x0b73,ZESUPPRESS_M1_05_ZS_c_i_m1_15,RW,2,0x0,15,0,15
91,ZESUPPRESS_M1,5,ZS_beta_m1_15,0x0b73,ZESUPPRESS_M1_05_ZS_beta_m1_15,RW,2,0x0,127,4,127
93,ZESUPPRESS_M1,5,ZS_pass_i_m1_15,0x0b74,ZESUPPRESS_M1_05_ZS_pass_i_m1_15,RW,2,0x0,1,11,1
94,ZESUPPRESS_M1,5,ZS_mask_i_m1_15,0x0b74,ZESUPPRESS_M1_05_ZS_mask_i_m1_15,RW,2,0x0,1,12,1
96,ZESUPPRESS_M1,5,ZS_c_i_m1_16,0x0b75,ZESUPPRESS_M1_05_ZS_c_i_m1_16,RW,2,0x0,15,0,15
97,ZESUPPRESS_M1,5,ZS_beta_m1_16,0x0b75,ZESUPPRESS_M1_05_ZS_beta_m1_16,RW,2,0x0,127,4,127
99,ZESUPPRESS_M1,5,ZS_pass_i_m1_16,0x0b76,ZESUPPRESS_M1_05_ZS_pass_i_m1_16,RW,2,0x0,1,11,1
100,ZESUPPRESS_M1,5,ZS_mask_i_m1_16,0x0b76,ZESUPPRESS_M1_05_ZS_mask_i_m1_16,RW,2,0x0,1,12,1
102,ZESUPPRESS_M1,5,ZS_c_i_m1_17,0x0b77,ZESUPPRESS_M1_05_ZS_c_i_m1_17,RW,2,0x0,15,0,15
103,ZESUPPRESS_M1,5,ZS_beta_m1_17,0x0b77,ZESUPPRESS_M1_05_ZS_beta_m1_17,RW,2,0x0,127,4,127
105,ZESUPPRESS_M1,5,ZS_pass_i_m1_17,0x0b78,ZESUPPRESS_M1_05_ZS_pass_i_m1_17,RW,2,0x0,1,11,1
106,ZESUPPRESS_M1,5,ZS_mask_i_m1_17,0x0b78,ZESUPPRESS_M1_05_ZS_mask_i_m1_17,RW,2,0x0,1,12,1
108,ZESUPPRESS_M1,5,ZS_c_i_m1_18,0x0b79,ZESUPPRESS_M1_05_ZS_c_i_m1_18,RW,2,0x0,15,0,15
109,ZESUPPRESS_M1,5,ZS_beta_m1_18,0x0b79,ZESUPPRESS_M1_05_ZS_beta_m1_18,RW,2,0x0,127,4,127
111,ZESUPPRESS_M1,5,ZS_pass_i_m1_18,0x0b7a,ZESUPPRESS_M1_05_ZS_pass_i_m1_18,RW,2,0x0,1,11,1
112,ZESUPPRESS_M1,5,ZS_mask_i_m1_18,0x0b7a,ZESUPPRESS_M1_05_ZS_mask_i_m1_18,RW,2,0x0,1,12,1
114,ZESUPPRESS_M1,5,ZS_c_i_m1_19,0x0b7b,ZESUPPRESS_M1_05_ZS_c_i_m1_19,RW,2,0x0,15,0,15
115,ZESUPPRESS_M1,5,ZS_beta_m1_19,0x0b7b,ZESUPPRESS_M1_05_ZS_beta_m1_19,RW,2,0x0,127,4,127
117,ZESUPPRESS_M1,5,ZS_pass_i_m1_19,0x0b7c,ZESUPPRESS_M1_05_ZS_pass_i_m1_19,RW,2,0x0,1,11,1
118,ZESUPPRESS_M1,5,ZS_mask_i_m1_19,0x0b7c,ZESUPPRESS_M1_05_ZS_mask_i_m1_19,RW,2,0x0,1,12,1
120,ZESUPPRESS_M1,5,ZS_c_i_m1_20,0x0b7d,ZESUPPRESS_M1_05_ZS_c_i_m1_20,RW,2,0x0,15,0,15
121,ZESUPPRESS_M1,5,ZS_beta_m1_20,0x0b7d,ZESUPPRESS_M1_05_ZS_beta_m1_20,RW,2,0x0,127,4,127
123,ZESUPPRESS_M1,5,ZS_pass_i_m1_20,0x0b7e,ZESUPPRESS_M1_05_ZS_pass_i_m1_20,RW,2,0x0,1,11,1
124,ZESUPPRESS_M1,5,ZS_mask_i_m1_20,0x0b7e,ZESUPPRESS_M1_05_ZS_mask_i_m1_20,RW,2,0x0,1,12,1
126,ZESUPPRESS_M1,5,ZS_c_i_m1_21,0x0b7f,ZESUPPRESS_M1_05_ZS_c_i_m1_21,RW,2,0x0,15,0,15
127,ZESUPPRESS_M1,5,ZS_beta_m1_21,0x0b7f,ZESUPPRESS_M1_05_ZS_beta_m1_21,RW,2,0x0,127,4,127
129,ZESUPPRESS_M1,5,ZS_pass_i_m1_21,0x0b80,ZESUPPRESS_M1_05_ZS_pass_i_m1_21,RW,2,0x0,1,11,1
130,ZESUPPRESS_M1,5,ZS_mask_i_m1_21,0x0b80,ZESUPPRESS_M1_05_ZS_mask_i_m1_21,RW,2,0x0,1,12,1
132,ZESUPPRESS_M1,5,ZS_c_i_m1_22,0x0b81,ZESUPPRESS_M1_05_ZS_c_i_m1_22,RW,2,0x0,15,0,15
133,ZESUPPRESS_M1,5,ZS_beta_m1_22,0x0b81,ZESUPPRESS_M1_05_ZS_beta_m1_22,RW,2,0x0,127,4,127
135,ZESUPPRESS_M1,5,ZS_pass_i_m1_22,0x0b82,ZESUPPRESS_M1_05_ZS_pass_i_m1_22,RW,2,0x0,1,11,1
136,ZESUPPRESS_M1,5,ZS_mask_i_m1_22,0x0b82,ZESUPPRESS_M1_05_ZS_mask_i_m1_22,RW,2,0x0,1,12,1
138,ZESUPPRESS_M1,5,ZS_c_i_m1_23,0x0b83,ZESUPPRESS_M1_05_ZS_c_i_m1_23,RW,2,0x0,15,0,15
139,ZESUPPRESS_M1,5,ZS_beta_m1_23,0x0b83,ZESUPPRESS_M1_05_ZS_beta_m1_23,RW,2,0x0,127,4,127
141,ZESUPPRESS_M1,5,ZS_pass_i_m1_23,0x0b84,ZESUPPRESS_M1_05_ZS_pass_i_m1_23,RW,2,0x0,1,11,1
142,ZESUPPRESS_M1,5,ZS_mask_i_m1_23,0x0b84,ZESUPPRESS_M1_05_ZS_mask_i_m1_23,RW,2,0x0,1,12,1
144,ZESUPPRESS_M1,5,ZS_c_i_m1_24,0x0b85,ZESUPPRESS_M1_05_ZS_c_i_m1_24,RW,2,0x0,15,0,15
145,ZESUPPRESS_M1,5,ZS_beta_m1_24,0x0b85,ZESUPPRESS_M1_05_ZS_beta_m1_24,RW,2,0x0,127,4,127
147,ZESUPPRESS_M1,5,ZS_pass_i_m1_24,0x0b86,ZESUPPRESS_M1_05_ZS_pass_i_m1_24,RW,2,0x0,1,11,1
148,ZESUPPRESS_M1,5,ZS_mask_i_m1_24,0x0b86,ZESUPPRESS_M1_05_ZS_mask_i_m1_24,RW,2,0x0,1,12,1
150,ZESUPPRESS_M1,5,ZS_c_i_m1_25,0x0b87,ZESUPPRESS_M1_05_ZS_c_i_m1_25,RW,2,0x0,15,0,15
151,ZESUPPRESS_M1,5,ZS_beta_m1_25,0x0b87,ZESUPPRESS_M1_05_ZS_beta_m1_25,RW,2,0x0,127,4,127
153,ZESUPPRESS_M1,5,ZS_pass_i_m1_25,0x0b88,ZESUPPRESS_M1_05_ZS_pass_i_m1_25,RW,2,0x0,1,11,1
154,ZESUPPRESS_M1,5,ZS_mask_i_m1_25,0x0b88,ZESUPPRESS_M1_05_ZS_mask_i_m1_25,RW,2,0x0,1,12,1
156,ZESUPPRESS_M1,5,ZS_c_i_m1_26,0x0b89,ZESUPPRESS_M1_05_ZS_c_i_m1_26,RW,2,0x0,15,0,15
157,ZESUPPRESS_M1,5,ZS_beta_m1_26,0x0b89,ZESUPPRESS_M1_05_ZS_beta_m1_26,RW,2,0x0,127,4,127
159,ZESUPPRESS_M1,5,ZS_pass_i_m1_26,0x0b8a,ZESUPPRESS_M1_05_ZS_pass_i_m1_26,RW,2,0x0,1,11,1
160,ZESUPPRESS_M1,5,ZS_mask_i_m1_26,0x0b8a,ZESUPPRESS_M1_05_ZS_mask_i_m1_26,RW,2,0x0,1,12,1
162,ZESUPPRESS_M1,5,ZS_c_i_m1_27,0x0b8b,ZESUPPRESS_M1_05_ZS_c_i_m1_27,RW,2,0x0,15,0,15
163,ZESUPPRESS_M1,5,ZS_beta_m1_27,0x0b8b,ZESUPPRESS_M1_05_ZS_beta_m1_27,RW,2,0x0,127,4,127
165,ZESUPPRESS_M1,5,ZS_pass_i_m1_27,0x0b8c,ZESUPPRESS_M1_05_ZS_pass_i_m1_27,RW,2,0x0,1,11,1
166,ZESUPPRESS_M1,5,ZS_mask_i_m1_27,0x0b8c,ZESUPPRESS_M1_05_ZS_mask_i_m1_27,RW,2,0x0,1,12,1
168,ZESUPPRESS_M1,5,ZS_c_i_m1_28,0x0b8d,ZESUPPRESS_M1_05_ZS_c_i_m1_28,RW,2,0x0,15,0,15
169,ZESUPPRESS_M1,5,ZS_beta_m1_28,0x0b8d,ZESUPPRESS_M1_05_ZS_beta_m1_28,RW,2,0x0,127,4,127
171,ZESUPPRESS_M1,5,ZS_pass_i_m1_28,0x0b8e,ZESUPPRESS_M1_05_ZS_pass_i_m1_28,RW,2,0x0,1,11,1
172,ZESUPPRESS_M1,5,ZS_mask_i_m1_28,0x0b8e,ZESUPPRESS_M1_05_ZS_mask_i_m1_28,RW,2,0x0,1,12,1
174,ZESUPPRESS_M1,5,ZS_c_i_m1_29,0x0b8f,ZESUPPRESS_M1_05_ZS_c_i_m1_29,RW,2,0x0,15,0,15
175,ZESUPPRESS_M1,5,ZS_beta_m1_29,0x0b8f,ZESUPPRESS_M1_05_ZS_beta_m1_29,RW,2,0x0,127,4,127
177,ZESUPPRESS_M1,5,ZS_pass_i_m1_29,0x0b90,ZESUPPRESS_M1_05_ZS_pass_i_m1_29,RW,2,0x0,1,11,1
178,ZESUPPRESS_M1,5,ZS_mask_i_m1_29,0x0b90,ZESUPPRESS_M1_05_ZS_mask_i_m1_29,RW,2,0x0,1,12,1
180,ZESUPPRESS_M1,5,ZS_c_i_m1_30,0x0b91,ZESUPPRESS_M1_05_ZS_c_i_m1_30,RW,2,0x0,15,0,15
181,ZESUPPRESS_M1,5,ZS_beta_m1_30,0x0b91,ZESUPPRESS_M1_05_ZS_beta_m1_30,RW,2,0x0,127,4,127
183,ZESUPPRESS_M1,5,ZS_pass_i_m1_30,0x0b92,ZESUPPRESS_M1_05_ZS_pass_i_m1_30,RW,2,0x0,1,11,1
184,ZESUPPRESS_M1,5,ZS_mask_i_m1_30,0x0b92,ZESUPPRESS_M1_05_ZS_mask_i_m1_30,RW,2,0x0,1,12,1
186,ZESUPPRESS_M1,5,ZS_c_i_m1_31,0x0b93,ZESUPPRESS_M1_05_ZS_c_i_m1_31,RW,2,0x0,15,0,15
187,ZESUPPRESS_M1,5,ZS_beta_m1_31,0x0b93,ZESUPPRESS_M1_05_ZS_beta_m1_31,RW,2,0x0,127,4,127
189,ZESUPPRESS_M1,5,ZS_pass_i_m1_31,0x0b94,ZESUPPRESS_M1_05_ZS_pass_i_m1_31,RW,2,0x0,1,11,1
190,ZESUPPRESS_M1,5,ZS_mask_i_m1_31,0x0b94,ZESUPPRESS_M1_05_ZS_mask_i_m1_31,RW,2,0x0,1,12,1
192,ZESUPPRESS_M1,5,ZS_c_i_m1_32,0x0b95,ZESUPPRESS_M1_05_ZS_c_i_m1_32,RW,2,0x0,15,0,15
193,ZESUPPRESS_M1,5,ZS_beta_m1_32,0x0b95,ZESUPPRESS_M1_05_ZS_beta_m1_32,RW,2,0x0,127,4,127
195,ZESUPPRESS_M1,5,ZS_pass_i_m1_32,0x0b96,ZESUPPRESS_M1_05_ZS_pass_i_m1_32,RW,2,0x0,1,11,1
196,ZESUPPRESS_M1,5,ZS_mask_i_m1_32,0x0b96,ZESUPPRESS_M1_05_ZS_mask_i_m1_32,RW,2,0x0,1,12,1
198,ZESUPPRESS_M1,5,ZS_c_i_m1_33,0x0b97,ZESUPPRESS_M1_05_ZS_c_i_m1_33,RW,2,0x0,15,0,15
199,ZESUPPRESS_M1,5,ZS_beta_m1_33,0x0b97,ZESUPPRESS_M1_05_ZS_beta_m1_33,RW,2,0x0,127,4,127
201,ZESUPPRESS_M1,5,ZS_pass_i_m1_33,0x0b98,ZESUPPRESS_M1_05_ZS_pass_i_m1_33,RW,2,0x0,1,11,1
202,ZESUPPRESS_M1,5,ZS_mask_i_m1_33,0x0b98,ZESUPPRESS_M1_05_ZS_mask_i_m1_33,RW,2,0x0,1,12,1
204,ZESUPPRESS_M1,5,ZS_c_i_m1_34,0x0b99,ZESUPPRESS_M1_05_ZS_c_i_m1_34,RW,2,0x0,15,0,15
205,ZESUPPRESS_M1,5,ZS_beta_m1_34,0x0b99,ZESUPPRESS_M1_05_ZS_beta_m1_34,RW,2,0x0,127,4,127
207,ZESUPPRESS_M1,5,ZS_pass_i_m1_34,0x0b9a,ZESUPPRESS_M1_05_ZS_pass_i_m1_34,RW,2,0x0,1,11,1
208,ZESUPPRESS_M1,5,ZS_mask_i_m1_34,0x0b9a,ZESUPPRESS_M1_05_ZS_mask_i_m1_34,RW,2,0x0,1,12,1
210,ZESUPPRESS_M1,5,ZS_c_i_m1_35,0x0b9b,ZESUPPRESS_M1_05_ZS_c_i_m1_35,RW,2,0x0,15,0,15
211,ZESUPPRESS_M1,5,ZS_beta_m1_35,0x0b9b,ZESUPPRESS_M1_05_ZS_beta_m1_35,RW,2,0x0,127,4,127
213,ZESUPPRESS_M1,5,ZS_pass_i_m1_35,0x0b9c,ZESUPPRESS_M1_05_ZS_pass_i_m1_35,RW,2,0x0,1,11,1
214,ZESUPPRESS_M1,5,ZS_mask_i_m1_35,0x0b9c,ZESUPPRESS_M1_05_ZS_mask_i_m1_35,RW,2,0x0,1,12,1
216,ZESUPPRESS_M1,5,ZS_c_i_m1_36,0x0b9d,ZESUPPRESS_M1_05_ZS_c_i_m1_36,RW,2,0x0,15,0,15
217,ZESUPPRESS_M1,5,ZS_beta_m1_36,0x0b9d,ZESUPPRESS_M1_05_ZS_beta_m1_36,RW,2,0x0,127,4,127
219,ZESUPPRESS_M1,5,ZS_pass_i_m1_36,0x0b9e,ZESUPPRESS_M1_05_ZS_pass_i_m1_36,RW,2,0x0,1,11,1
220,ZESUPPRESS_M1,5,ZS_mask_i_m1_36,0x0b9e,ZESUPPRESS_M1_05_ZS_mask_i_m1_36,RW,2,0x0,1,12,1
0,ZESUPPRESS_M1,6,ZS_c_i_m1_00,0x0b9f,ZESUPPRESS_M1_06_ZS_c_i_m1_00,RW,2,0x0,15,0,15
1,ZESUPPRESS_M1,6,ZS_beta_m1_00,0x0b9f,ZESUPPRESS_M1_06_ZS_beta_m1_00,RW,2,0x0,127,4,127
3,ZESUPPRESS_M1,6,ZS_pass_i_m1_00,0x0ba0,ZESUPPRESS_M1_06_ZS_pass_i_m1_00,RW,2,0x0,1,11,1
4,ZESUPPRESS_M1,6,ZS_mask_i_m1_00,0x0ba0,ZESUPPRESS_M1_06_ZS_mask_i_m1_00,RW,2,0x0,1,12,1
6,ZESUPPRESS_M1,6,ZS_c_i_m1_01,0x0ba1,ZESUPPRESS_M1_06_ZS_c_i_m1_01,RW,2,0x0,15,0,15
7,ZESUPPRESS_M1,6,ZS_beta_m1_01,0x0ba1,ZESUPPRESS_M1_06_ZS_beta_m1_01,RW,2,0x0,127,4,127
9,ZESUPPRESS_M1,6,ZS_pass_i_m1_01,0x0ba2,ZESUPPRESS_M1_06_ZS_pass_i_m1_01,RW,2,0x0,1,11,1
10,ZESUPPRESS_M1,6,ZS_mask_i_m1_01,0x0ba2,ZESUPPRESS_M1_06_ZS_mask_i_m1_01,RW,2,0x0,1,12,1
12,ZESUPPRESS_M1,6,ZS_c_i_m1_02,0x0ba3,ZESUPPRESS_M1_06_ZS_c_i_m1_02,RW,2,0x0,15,0,15
13,ZESUPPRESS_M1,6,ZS_beta_m1_02,0x0ba3,ZESUPPRESS_M1_06_ZS_beta_m1_02,RW,2,0x0,127,4,127
15,ZESUPPRESS_M1,6,ZS_pass_i_m1_02,0x0ba4,ZESUPPRESS_M1_06_ZS_pass_i_m1_02,RW,2,0x0,1,11,1
16,ZESUPPRESS_M1,6,ZS_mask_i_m1_02,0x0ba4,ZESUPPRESS_M1_06_ZS_mask_i_m1_02,RW,2,0x0,1,12,1
18,ZESUPPRESS_M1,6,ZS_c_i_m1_03,0x0ba5,ZESUPPRESS_M1_06_ZS_c_i_m1_03,RW,2,0x0,15,0,15
19,ZESUPPRESS_M1,6,ZS_beta_m1_03,0x0ba5,ZESUPPRESS_M1_06_ZS_beta_m1_03,RW,2,0x0,127,4,127
21,ZESUPPRESS_M1,6,ZS_pass_i_m1_03,0x0ba6,ZESUPPRESS_M1_06_ZS_pass_i_m1_03,RW,2,0x0,1,11,1
22,ZESUPPRESS_M1,6,ZS_mask_i_m1_03,0x0ba6,ZESUPPRESS_M1_06_ZS_mask_i_m1_03,RW,2,0x0,1,12,1
24,ZESUPPRESS_M1,6,ZS_c_i_m1_04,0x0ba7,ZESUPPRESS_M1_06_ZS_c_i_m1_04,RW,2,0x0,15,0,15
25,ZESUPPRESS_M1,6,ZS_beta_m1_04,0x0ba7,ZESUPPRESS_M1_06_ZS_beta_m1_04,RW,2,0x0,127,4,127
27,ZESUPPRESS_M1,6,ZS_pass_i_m1_04,0x0ba8,ZESUPPRESS_M1_06_ZS_pass_i_m1_04,RW,2,0x0,1,11,1
28,ZESUPPRESS_M1,6,ZS_mask_i_m1_04,0x0ba8,ZESUPPRESS_M1_06_ZS_mask_i_m1_04,RW,2,0x0,1,12,1
30,ZESUPPRESS_M1,6,ZS_c_i_m1_05,0x0ba9,ZESUPPRESS_M1_06_ZS_c_i_m1_05,RW,2,0x0,15,0,15
31,ZESUPPRESS_M1,6,ZS_beta_m1_05,0x0ba9,ZESUPPRESS_M1_06_ZS_beta_m1_05,RW,2,0x0,127,4,127
33,ZESUPPRESS_M1,6,ZS_pass_i_m1_05,0x0baa,ZESUPPRESS_M1_06_ZS_pass_i_m1_05,RW,2,0x0,1,11,1
34,ZESUPPRESS_M1,6,ZS_mask_i_m1_05,0x0baa,ZESUPPRESS_M1_06_ZS_mask_i_m1_05,RW,2,0x0,1,12,1
36,ZESUPPRESS_M1,6,ZS_c_i_m1_06,0x0bab,ZESUPPRESS_M1_06_ZS_c_i_m1_06,RW,2,0x0,15,0,15
37,ZESUPPRESS_M1,6,ZS_beta_m1_06,0x0bab,ZESUPPRESS_M1_06_ZS_beta_m1_06,RW,2,0x0,127,4,127
39,ZESUPPRESS_M1,6,ZS_pass_i_m1_06,0x0bac,ZESUPPRESS_M1_06_ZS_pass_i_m1_06,RW,2,0x0,1,11,1
40,ZESUPPRESS_M1,6,ZS_mask_i_m1_06,0x0bac,ZESUPPRESS_M1_06_ZS_mask_i_m1_06,RW,2,0x0,1,12,1
42,ZESUPPRESS_M1,6,ZS_c_i_m1_07,0x0bad,ZESUPPRESS_M1_06_ZS_c_i_m1_07,RW,2,0x0,15,0,15
43,ZESUPPRESS_M1,6,ZS_beta_m1_07,0x0bad,ZESUPPRESS_M1_06_ZS_beta_m1_07,RW,2,0x0,127,4,127
45,ZESUPPRESS_M1,6,ZS_pass_i_m1_07,0x0bae,ZESUPPRESS_M1_06_ZS_pass_i_m1_07,RW,2,0x0,1,11,1
46,ZESUPPRESS_M1,6,ZS_mask_i_m1_07,0x0bae,ZESUPPRESS_M1_06_ZS_mask_i_m1_07,RW,2,0x0,1,12,1
48,ZESUPPRESS_M1,6,ZS_c_i_m1_08,0x0baf,ZESUPPRESS_M1_06_ZS_c_i_m1_08,RW,2,0x0,15,0,15
49,ZESUPPRESS_M1,6,ZS_beta_m1_08,0x0baf,ZESUPPRESS_M1_06_ZS_beta_m1_08,RW,2,0x0,127,4,127
51,ZESUPPRESS_M1,6,ZS_pass_i_m1_08,0x0bb0,ZESUPPRESS_M1_06_ZS_pass_i_m1_08,RW,2,0x0,1,11,1
52,ZESUPPRESS_M1,6,ZS_mask_i_m1_08,0x0bb0,ZESUPPRESS_M1_06_ZS_mask_i_m1_08,RW,2,0x0,1,12,1
54,ZESUPPRESS_M1,6,ZS_c_i_m1_09,0x0bb1,ZESUPPRESS_M1_06_ZS_c_i_m1_09,RW,2,0x0,15,0,15
55,ZESUPPRESS_M1,6,ZS_beta_m1_09,0x0bb1,ZESUPPRESS_M1_06_ZS_beta_m1_09,RW,2,0x0,127,4,127
57,ZESUPPRESS_M1,6,ZS_pass_i_m1_09,0x0bb2,ZESUPPRESS_M1_06_ZS_pass_i_m1_09,RW,2,0x0,1,11,1
58,ZESUPPRESS_M1,6,ZS_mask_i_m1_09,0x0bb2,ZESUPPRESS_M1_06_ZS_mask_i_m1_09,RW,2,0x0,1,12,1
60,ZESUPPRESS_M1,6,ZS_c_i_m1_10,0x0bb3,ZESUPPRESS_M1_06_ZS_c_i_m1_10,RW,2,0x0,15,0,15
61,ZESUPPRESS_M1,6,ZS_beta_m1_10,0x0bb3,ZESUPPRESS_M1_06_ZS_beta_m1_10,RW,2,0x0,127,4,127
63,ZESUPPRESS_M1,6,ZS_pass_i_m1_10,0x0bb4,ZESUPPRESS_M1_06_ZS_pass_i_m1_10,RW,2,0x0,1,11,1
64,ZESUPPRESS_M1,6,ZS_mask_i_m1_10,0x0bb4,ZESUPPRESS_M1_06_ZS_mask_i_m1_10,RW,2,0x0,1,12,1
66,ZESUPPRESS_M1,6,ZS_c_i_m1_11,0x0bb5,ZESUPPRESS_M1_06_ZS_c_i_m1_11,RW,2,0x0,15,0,15
67,ZESUPPRESS_M1,6,ZS_beta_m1_11,0x0bb5,ZESUPPRESS_M1_06_ZS_beta_m1_11,RW,2,0x0,127,4,127
69,ZESUPPRESS_M1,6,ZS_pass_i_m1_11,0x0bb6,ZESUPPRESS_M1_06_ZS_pass_i_m1_11,RW,2,0x0,1,11,1
70,ZESUPPRESS_M1,6,ZS_mask_i_m1_11,0x0bb6,ZESUPPRESS_M1_06_ZS_mask_i_m1_11,RW,2,0x0,1,12,1
72,ZESUPPRESS_M1,6,ZS_c_i_m1_12,0x0bb7,ZESUPPRESS_M1_06_ZS_c_i_m1_12,RW,2,0x0,15,0,15
73,ZESUPPRESS_M1,6,ZS_beta_m1_12,0x0bb7,ZESUPPRESS_M1_06_ZS_beta_m1_12,RW,2,0x0,127,4,127
75,ZESUPPRESS_M1,6,ZS_pass_i_m1_12,0x0bb8,ZESUPPRESS_M1_06_ZS_pass_i_m1_12,RW,2,0x0,1,11,1
76,ZESUPPRESS_M1,6,ZS_mask_i_m1_12,0x0bb8,ZESUPPRESS_M1_06_ZS_mask_i_m1_12,RW,2,0x0,1,12,1
78,ZESUPPRESS_M1,6,ZS_c_i_m1_13,0x0bb9,ZESUPPRESS_M1_06_ZS_c_i_m1_13,RW,2,0x0,15,0,15
79,ZESUPPRESS_M1,6,ZS_beta_m1_13,0x0bb9,ZESUPPRESS_M1_06_ZS_beta_m1_13,RW,2,0x0,127,4,127
81,ZESUPPRESS_M1,6,ZS_pass_i_m1_13,0x0bba,ZESUPPRESS_M1_06_ZS_pass_i_m1_13,RW,2,0x0,1,11,1
82,ZESUPPRESS_M1,6,ZS_mask_i_m1_13,0x0bba,ZESUPPRESS_M1_06_ZS_mask_i_m1_13,RW,2,0x0,1,12,1
84,ZESUPPRESS_M1,6,ZS_c_i_m1_14,0x0bbb,ZESUPPRESS_M1_06_ZS_c_i_m1_14,RW,2,0x0,15,0,15
85,ZESUPPRESS_M1,6,ZS_beta_m1_14,0x0bbb,ZESUPPRESS_M1_06_ZS_beta_m1_14,RW,2,0x0,127,4,127
87,ZESUPPRESS_M1,6,ZS_pass_i_m1_14,0x0bbc,ZESUPPRESS_M1_06_ZS_pass_i_m1_14,RW,2,0x0,1,11,1
88,ZESUPPRESS_M1,6,ZS_mask_i_m1_14,0x0bbc,ZESUPPRESS_M1_06_ZS_mask_i_m1_14,RW,2,0x0,1,12,1
90,ZESUPPRESS_M1,6,ZS_c_i_m1_15,0x0bbd,ZESUPPRESS_M1_06_ZS_c_i_m1_15,RW,2,0x0,15,0,15
91,ZESUPPRESS_M1,6,ZS_beta_m1_15,0x0bbd,ZESUPPRESS_M1_06_ZS_beta_m1_15,RW,2,0x0,127,4,127
93,ZESUPPRESS_M1,6,ZS_pass_i_m1_15,0x0bbe,ZESUPPRESS_M1_06_ZS_pass_i_m1_15,RW,2,0x0,1,11,1
94,ZESUPPRESS_M1,6,ZS_mask_i_m1_15,0x0bbe,ZESUPPRESS_M1_06_ZS_mask_i_m1_15,RW,2,0x0,1,12,1
96,ZESUPPRESS_M1,6,ZS_c_i_m1_16,0x0bbf,ZESUPPRESS_M1_06_ZS_c_i_m1_16,RW,2,0x0,15,0,15
97,ZESUPPRESS_M1,6,ZS_beta_m1_16,0x0bbf,ZESUPPRESS_M1_06_ZS_beta_m1_16,RW,2,0x0,127,4,127
99,ZESUPPRESS_M1,6,ZS_pass_i_m1_16,0x0bc0,ZESUPPRESS_M1_06_ZS_pass_i_m1_16,RW,2,0x0,1,11,1
